commit,validation_status,validation_reason,build_after,test_after,build_before,test_before,error_type,regressions,fixes,new_passes
f6047ff70425c834e038cd12ec101f2d628959ba,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
80fb2ca371d0ab5b2fe395f793179abf01630c8a,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,2
1092c47531ab59816d59268df02f2b0f0172ad98,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,36
b6047b2b328c70572c83192c503a8999f499d096,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
3bfdc8943c29fef1b137f0f32a18bb49728a7c6e,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
74f523d4ccb6d26dc65c99138ccad1d43d6cdaaf,VALID_BACKPORT,tests_fixed,Success,Fail,Success,Fail,,0,2,0
309d234bf08d9361c987411146acc0003cb511fc,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,5,0
204950ad06d8d7660c46ddb68fbccf4cf26fc990,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
586ea41217d6ee39d933cc1d9827bbb8cbb6b807,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
2356006e50cfe32d0cc72291d4d0e2eaf77117c7,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,6
3ee06081ce34bfeba441aee7e886fad724188759,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,5
dab72ff1d862d23dcf7e630347d5c200a42ab6cf,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
9b88230787856f9b488632608804b972b12630b0,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,6
8716bf9c496c6473b63c1aa5748a6f634e00bda3,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,24
0b090599deb2e30c97463a2295f91b157ea203c0,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,93
f0f8cb44931d5d785abadf41f774f50972bcfe56,VALID_BACKPORT,,Success,Crash/No Report,Success,Crash/No Report,,0,0,0
6edc606eb9995935023d4a91d01bcda43a5dd9c0,VALID_BACKPORT,tests_fixed,Success,Fail,Success,Fail,,0,1,7
318188dde854181beeef804b73c7b01566d38f31,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
8eec8d966289297e8189dc9a57a79fe2da4fcc2b,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
01a4c2a0fb950f9404f9f025c49acf1f73cb1a80,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
cfbe148d907dbafca10449cd08882751154cbafb,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
4da7a0f3382770d860524ef0be52f0e4fb2e1559,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,3,0
b3ef2e6dbb9f7a012bac4b24bba1d0bf33334954,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,9
eb2763ee16cc0cf6d0f0dabe01d1cc0aa84cf298,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,18
6090f464c59de4a1c32fcfd8f99c9a53aeced6d7,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,3
ba1283a9adc04bc09ed2fd2eff9b5a9dab36f631,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,5
4d4626513e5362d5b06eece2c17e328088884b3d,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
f057ff72c4927b42695bfc79e7e9841a7fab4158,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,13
80fc53001de1067a896e69c0a74636e07e3a8290,BUILD_FAILED,reused_build_failure,Fail,Skipped,Skipped,Skipped (Only New Tests),,0,0,0
e5bebfe4000930d9ef139fa0a50a5bd501201e30,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,6,0
6902296282ba34bdec2bdfe92d71c866f163c009,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,2,0
03804af0cc57266c8c16c0e7186e76c77b831c27,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,2,0
c7ba14f4c6559fe2efcf62c1fbfad47112a83a10,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,4
eea2db63fad30dc11c4c8ec6ba434e65a318a50e,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
945aaa2a8794f58fdb39225e53096178560ba49c,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,5
84c3c39955d32cc70453b13b941d83f6c1ba3994,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,4
5ba445e4b20b45bf5ba2e52b2b95b2025466b903,VALID_BACKPORT,,Success,Success,Success,Crash/No Report,,0,0,1
982122ac52586b57ce98d7581d0b898163d30051,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,39
d0224ac11cbd1c76b25eb62bc55442ffcf747e1f,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,14
